     0.69644700     0.04074500    -2.48605100
     0.65157700     0.23306800    -2.47823900
     0.81454600    -0.33518800    -2.45480100
     1.09111600    -0.15424900    -2.44698900
     1.15968300     0.17337300    -2.43917600
     0.99367900     0.46747600    -2.43136400
     0.67894200     0.59598100    -2.42355100
     1.49818000    -0.01964300    -2.35323900
     1.47159700     0.32795900    -2.34542600
     1.30346900     0.63376900    -2.33761400
     1.02594800     0.84589400    -2.32980100
     0.68697100     0.93142200    -2.32198900
     1.80476800    -0.13011500    -2.22042600
     1.81882100     0.22156300    -2.21261400
     1.72443600     0.56073300    -2.20480100
     1.53182800     0.85554200    -2.19698900
     1.25986900     1.07939600    -2.18917600
     0.93387100     1.21302200    -2.18136400
     0.58299000     1.24572300    -2.17355100
     2.11833700    -0.03980500    -2.04073800
     2.10570200     0.31333100    -2.03292600
     2.00707700     0.65268800    -2.02511300
     1.82900800     0.95798500    -2.01730100
     1.58259700     1.21140300    -2.00948800
     1.28268700     1.39852900    -2.00167600
     0.94688100     1.50906800    -1.99386400
     0.59444600     1.53727300    -1.98605100
     2.39325100     0.05451300    -1.82198900
     2.36188500     0.40718000    -1.81417600
     2.25830700     0.74576600    -1.80636300
     2.08729500     1.05582400    -1.79855100
     1.85642100     1.32431900    -1.79073900
     1.57567000     1.54014700    -1.78292600
     1.25696400     1.69455200    -1.77511400
     0.91363200     1.78142900    -1.76730100
     0.55982900     1.79751900    -1.75948900
     2.62818100    -0.01588900    -1.57198900
     2.61244100     0.33821500    -1.56417600
     2.53245900     0.68353600    -1.55636300
     2.39110000     1.00860200    -1.54855100
     2.19323300     1.30271900    -1.54073900
     1.94553900     1.55631300    -1.53292600
     1.65626300     1.76122100    -1.52511400
     1.33492400     1.91093800    -1.51730100
     0.99198700     2.00079500    -1.50948900
     0.63851800     2.02808600    -1.50167600
     2.82769600    -0.03388000    -1.29073900
     2.81535900     0.32061100    -1.28292600
     2.74453000     0.66817800    -1.27511400
     2.61728000     0.99928400    -1.26730100
     2.43721200     1.30490200    -1.25948900
     2.20934200     1.57676000    -1.25167600
     1.93995300     1.80755000    -1.24386400
     1.63640900     1.99112200    -1.23605100
     1.30694500     2.12263400    -1.22823900
     0.96044200     2.19866600    -1.22042600
     0.60618000     2.21730100    -1.21261300
     2.98272700    -0.11066000    -0.98605100
     2.98209000     0.24421600    -0.97823900
     2.92671300     0.59474900    -0.97042600
     2.81799700     0.93257100    -0.96261300
     2.65860700     1.24965100    -0.95480100
     2.45240000     1.53848700    -0.94698800
     2.20432400     1.79227500    -0.93917600
     1.92029800     2.00507000    -0.93136300
     1.60706000     2.17191300    -0.92355100
     1.27200800     2.28894700    -0.91573800
     0.92301900     2.35349500    -0.90792600
     0.56826700     2.36411700    -0.90011400
     3.10437000     0.01859900    -0.65792600
     3.08362700     0.37299600    -0.65011400
     3.01102500     0.72049900    -0.64230100
     2.88818200     1.05357700    -0.63448800
     2.71780000     1.36503000    -0.62667600
     2.50360300     1.64814500    -0.61886300
     2.25024800     1.89683700    -0.61105100
     1.96322500     2.10577600    -0.60323800
     1.64873200     2.27050200    -0.59542600
     1.31354500     2.38751100    -0.58761300
     0.96486500     2.45433400    -0.57980100
     0.61016400     2.46957900    -0.57198900
     3.17108900    -0.07454800    -0.32198800
     3.16320000     0.28046500    -0.31417600
     3.10463000     0.63070500    -0.30636300
     2.99660500     0.96897900    -0.29855100
     2.84135800     1.28835200    -0.29073800
     2.64209100     1.58228200    -0.28292600
     2.40290200     1.84475500    -0.27511300
     2.12870400     2.07041000    -0.26730100
     1.82511700     2.25464100    -0.25948800
     1.49835800     2.39369700    -0.25167600
     1.15511200     2.48475000    -0.24386300
     0.80239000     2.52595600    -0.23605100
     0.44739500     2.51649100    -0.22823800
     3.14779700    -0.45005300     0.01394900
     3.19259800    -0.09771000     0.02176200
     3.18699000     0.25742700     0.02957400
     3.13108500     0.60818400     0.03738700
     3.02601200     0.94747100     0.04519900
     2.87388900     1.26843300     0.05301200
     2.67779100     1.56458200     0.06082400
     2.44167600     1.82993100     0.06863700
     2.17031400     2.05911300     0.07644900
     1.86918900     2.24749200     0.08426200
     1.54438700     2.39125400     0.09207400
     1.20247500     2.48748800     0.09988700
     0.85036600     2.53424000     0.10769900
     0.49518500     2.53056000     0.11551200
     3.12145800    -0.46041300     0.35769900
     3.16712400    -0.10810700     0.36551200
     3.16186000     0.24710900     0.37332400
     3.10575100     0.59790700     0.38113700
     2.99993000     0.93703900     0.38894900
     2.84656100     1.25748800     0.39676200
     2.64879500     1.55261500     0.40457400
     2.41070500     1.81629200     0.41238700
     2.13720900     2.04303500     0.42019900
     1.83396300     2.22812000     0.42801200
     1.50725300     2.36767800     0.43582400
     1.16386200     2.45878000     0.44363700
     0.81093200     2.49950200     0.45144900
     3.03736800    -0.51433600     0.69363700
     3.09139500    -0.16314200     0.70144900
     3.09302900     0.19218200     0.70926200
     3.04218700     0.54385500     0.71707400
     2.93993300     0.88415500     0.72488700
     2.78846500     1.20558800     0.73269900
     2.59107400     1.50105200     0.74051200
     2.35207000     1.76399900     0.74832400
     2.07670000     1.98858000     0.75613700
     1.77102900     2.16977600     0.76394900
     1.44181700     2.30351800     0.77176200
     1.09636600     2.38678100     0.77957400
     0.74236400     2.41765200     0.78738700
     2.87419400    -0.67158800     1.01394900
     2.95481300    -0.32544900     1.02176200
     2.98082200     0.02900400     1.02957400
     2.95150800     0.38320000     1.03738700
     2.86749800     0.72853900     1.04519900
     2.73075400     1.05659100     1.05301200
     2.54453400     1.35931500     1.06082400
     2.31332600     1.62924700     1.06863700
     2.04274200     1.85969600     1.07644900
     1.73939700     2.04491300     1.08426200
     1.41074400     2.18023700     1.09207400
     1.06490500     2.26222600     1.09988700
     0.71046800     2.28874700     1.10769900
     2.56965600    -0.98843100     1.31082400
     2.70995900    -0.66179400     1.31863700
     2.79401900    -0.31637700     1.32644900
     2.81936200     0.03821900     1.33426200
     2.78514400     0.39207200     1.34207400
     2.69218900     0.73521100     1.34988700
     2.54299300     1.05789900     1.35769900
     2.34166500     1.35091200     1.36551200
     2.09383300     1.60580500     1.37332400
     1.80650000     1.81516900     1.38113700
     1.48786000     1.97285300     1.38894900
     1.14707300     2.07415700     1.39676200
     0.79401500     2.11599000     1.40457400
     2.19497300    -1.19963400     1.58426200
     2.39046000    -0.90256800     1.59207400
     2.52836800    -0.57477600     1.59988700
     2.60383800    -0.22725100     1.60769900
     2.61408700     0.12823100     1.61551200
     2.55854400     0.47950100     1.62332400
     2.43890100     0.81441100     1.63113700
     2.25909700     1.12125500     1.63894900
     2.02521800     1.38918500     1.64676200
     1.74532400     1.60861200     1.65457400
     1.42919200     1.77156500     1.66238700
     1.08800600     1.87200600     1.67019900
     0.73397400     1.90608300     1.67801200
     0.68413500    -1.70542300     1.80301200
     1.03744400    -1.66365000     1.81082400
     1.37483600    -1.55076100     1.81863700
     1.68198000    -1.37119300     1.82644900
     1.94563100    -1.13228600     1.83426200
     2.15422100    -0.84404500     1.84207400
     2.29841000    -0.51876300     1.84988700
     2.37154200    -0.17054400     1.85769900
     2.37001400     0.18527500     1.86551200
     2.29351300     0.53278600     1.87332400
     2.14511400     0.85620400     1.88113700
