
Host: node47.bme.utexas.edu

Timers On : Tue Mar  3 18:02:00 2020
Timers Off: Tue Mar  3 18:19:26 2020

Wall Time:     1046.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form core H                     :      0.633u      0.033s      0.072w      1 calls
HF: Form S/X                        :      5.400u      0.133s      0.552w      1 calls
HF: Guess                           :      8.167u      0.283s      0.847w      1 calls
| SAD Guess                         :      7.967u      0.283s      0.825w      1 calls
HF: Form G                          :   6122.200u     53.600s    676.164w     15 calls
| JK: D                             :      0.800u      0.033s      0.078w     15 calls
| JK: USO2AO                        :      0.450u      0.017s      0.050w     15 calls
| JK: JK                            :   6120.100u     53.517s    675.940w     15 calls
| | JK: J                           :    239.783u      2.517s     24.837w     30 calls
| | | JK: J1                        :    118.183u      1.217s     12.274w     30 calls
| | | JK: J2                        :    119.733u      1.200s     12.254w     30 calls
| | JK: K                           :   5827.783u      5.867s    609.436w     30 calls
| | | JK: K1                        :   3536.767u      2.233s    353.933w     30 calls
| | | JK: K2                        :   2290.617u      3.633s    255.456w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.600u      0.033s      0.066w     15 calls
HF: Form D                          :      0.733u      0.050s      0.078w     15 calls
HF: DIIS                            :     33.317u      3.033s      3.664w     14 calls
| DIISManager::add_entry            :      2.717u      0.550s      0.325w     14 calls
| DIISManager::extrapolate          :     10.983u      2.167s      1.320w     14 calls
| | bMatrix setup                   :      5.700u      1.267s      0.702w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.002w     14 calls
| | New vector                      :      5.283u      0.900s      0.616w     14 calls
HF: Form C                          :     82.200u      1.583s      8.384w     14 calls
DFMP2 Singles                       :      0.950u      0.000s      0.095w      1 calls
DFMP2 Aia                           :   1620.383u     18.500s    199.744w      1 calls
| DFMP2 (A|mn)                      :   1317.117u      0.567s    131.820w      3 calls
| DFMP2 (A|mn)C_mi                  :    136.783u      0.367s     16.392w      3 calls
| DFMP2 (A|mi)C_na                  :    134.767u      0.433s     17.394w      3 calls
| DFMP2 Aia Write                   :      1.567u      7.333s     11.160w      3 calls
DFMP2 Qia                           :    961.050u     20.817s    120.150w      1 calls
| DFMP2 Metric                      :    504.417u      7.717s     51.653w      1 calls
| DFMP2 Aia Read                    :      0.017u      2.450s      1.479w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    454.067u      0.467s     59.805w      1 calls
| DFMP2 Qia Write                   :      0.317u      6.300s      3.771w      1 calls
DFMP2 Energy                        :   3970.967u     13.400s    407.258w      1 calls
| DFMP2 Qia Read                    :      4.983u      3.667s      5.185w      2 calls

**************************************************************************************

Host: node40.bme.utexas.edu

Timers On : Sat Mar  7 10:38:53 2020
Timers Off: Sat Mar  7 11:12:12 2020

Wall Time:     1999.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.550u      0.300s      1.798w      1 calls
JK: (A|mn)                          :   1258.183u      0.467s    234.665w      1 calls
JK: (A|Q)^-1/2                      :    387.700u      9.450s     65.377w      1 calls
JK: (Q|mn)                          :   1319.217u      1.700s    198.251w      1 calls
HF: Form core H                     :      0.700u      0.033s      0.100w      1 calls
HF: Form S/X                        :      3.167u      0.033s      0.322w      1 calls
HF: Guess                           :      8.917u      0.367s      0.931w      1 calls
SAD Guess                           :      8.733u      0.350s      0.911w      1 calls
HF: Form G                          :   4360.450u    180.233s    554.645w     15 calls
JK: D                               :      0.483u      0.017s      0.050w     15 calls
JK: USO2AO                          :      0.267u      0.000s      0.030w     15 calls
JK: JK                              :   4359.133u    180.217s    554.507w     15 calls
JK: J                               :     90.650u      0.517s      9.356w     30 calls
JK: J1                              :     39.483u      0.317s      4.158w     30 calls
JK: J2                              :     50.017u      0.167s      5.042w     30 calls
JK: K                               :   4240.067u      9.117s    428.689w     30 calls
JK: K1                              :   2479.000u      4.700s    248.858w     30 calls
JK: K2                              :   1760.850u      4.400s    179.808w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.267u      0.000s      0.027w     15 calls
HF: Form D                          :      0.500u      0.000s      0.047w     15 calls
HF: DIIS                            :     42.200u      2.467s      8.907w     14 calls
DIISManager::add_entry              :     17.217u      0.950s      6.086w     14 calls
DIISManager::extrapolate            :     13.617u      1.383s      1.672w     14 calls
bMatrix setup                       :     10.367u      1.000s      1.301w     14 calls
bMatrix pseudoinverse               :      0.367u      0.017s      0.047w     14 calls
New vector                          :      2.883u      0.367s      0.324w     14 calls
HF: Form C                          :     47.667u      0.650s      4.843w     14 calls
DFMP2 Singles                       :      0.467u      0.017s      0.047w      1 calls
DFMP2 Aia                           :   1122.833u     41.183s    361.713w      1 calls
DFMP2 (A|mn)                        :    932.583u      0.867s     93.652w      3 calls
DFMP2 (A|mn)C_mi                    :     89.467u      0.117s      8.975w      3 calls
DFMP2 (A|mi)C_na                    :     76.750u      0.183s      7.701w      3 calls
DFMP2 Aia Write                     :      3.000u     23.050s    224.879w      3 calls
DFMP2 Qia                           :    619.083u     10.283s    103.863w      1 calls
DFMP2 Metric                        :    278.117u      2.667s     28.515w      1 calls
DFMP2 Aia Read                      :      0.017u      1.583s     11.024w      1 calls
DFMP2 (Q|A)(A|ia)                   :    337.200u      0.117s     33.778w      1 calls
DFMP2 Qia Write                     :      0.400u      3.767s     28.161w      1 calls
DFMP2 Energy                        :   2833.400u      8.133s    400.810w      1 calls
DFMP2 Qia Read                      :      1.533u      1.550s      1.855w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.550u      0.300s      1.798w      1 calls
JK: (A|mn)                          :   1258.183u      0.467s    234.665w      1 calls
JK: (A|Q)^-1/2                      :    387.700u      9.450s     65.377w      1 calls
JK: (Q|mn)                          :   1319.217u      1.700s    198.251w      1 calls
HF: Form core H                     :      0.700u      0.033s      0.100w      1 calls
HF: Form S/X                        :      3.167u      0.033s      0.322w      1 calls
HF: Guess                           :      8.917u      0.367s      0.931w      1 calls
| SAD Guess                         :      8.733u      0.350s      0.911w      1 calls
HF: Form G                          :   4360.450u    180.233s    554.645w     15 calls
| JK: D                             :      0.483u      0.017s      0.050w     15 calls
| JK: USO2AO                        :      0.267u      0.000s      0.030w     15 calls
| JK: JK                            :   4359.133u    180.217s    554.507w     15 calls
| | JK: J                           :     90.650u      0.517s      9.356w     30 calls
| | | JK: J1                        :     39.483u      0.317s      4.158w     30 calls
| | | JK: J2                        :     50.017u      0.167s      5.042w     30 calls
| | JK: K                           :   4240.067u      9.117s    428.689w     30 calls
| | | JK: K1                        :   2479.000u      4.700s    248.858w     30 calls
| | | JK: K2                        :   1760.850u      4.400s    179.808w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.267u      0.000s      0.027w     15 calls
HF: Form D                          :      0.500u      0.000s      0.047w     15 calls
HF: DIIS                            :     42.200u      2.467s      8.907w     14 calls
| DIISManager::add_entry            :     17.217u      0.950s      6.086w     14 calls
| DIISManager::extrapolate          :     13.617u      1.383s      1.672w     14 calls
| | bMatrix setup                   :     10.367u      1.000s      1.301w     14 calls
| | bMatrix pseudoinverse           :      0.367u      0.017s      0.047w     14 calls
| | New vector                      :      2.883u      0.367s      0.324w     14 calls
HF: Form C                          :     47.667u      0.650s      4.843w     14 calls
DFMP2 Singles                       :      0.467u      0.017s      0.047w      1 calls
DFMP2 Aia                           :   1122.833u     41.183s    361.713w      1 calls
| DFMP2 (A|mn)                      :    932.583u      0.867s     93.652w      3 calls
| DFMP2 (A|mn)C_mi                  :     89.467u      0.117s      8.975w      3 calls
| DFMP2 (A|mi)C_na                  :     76.750u      0.183s      7.701w      3 calls
| DFMP2 Aia Write                   :      3.000u     23.050s    224.879w      3 calls
DFMP2 Qia                           :    619.083u     10.283s    103.863w      1 calls
| DFMP2 Metric                      :    278.117u      2.667s     28.515w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.583s     11.024w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    337.200u      0.117s     33.778w      1 calls
| DFMP2 Qia Write                   :      0.400u      3.767s     28.161w      1 calls
DFMP2 Energy                        :   2833.400u      8.133s    400.810w      1 calls
| DFMP2 Qia Read                    :      1.533u      1.550s      1.855w      2 calls

**************************************************************************************

Host: node36.bme.utexas.edu

Timers On : Sat Mar  7 10:42:03 2020
Timers Off: Sat Mar  7 11:16:20 2020

Wall Time:     2057.37 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      3.200u      0.450s      1.135w      1 calls
JK: (A|Q)^-1                        :    396.017u     17.883s     40.093w      1 calls
JK: (A|mn)                          :    517.867u     15.767s     53.448w      1 calls
JK: (Q|mn)                          :   1935.883u     16.483s    195.354w      1 calls
JK: (Q|mn) Write                    :      4.900u     17.133s     34.786w      1 calls
HF: Form core H                     :      0.100u      0.017s      0.119w      1 calls
HF: Form S/X                        :      4.667u      0.133s      0.480w      1 calls
HF: Guess                           :      9.383u      0.650s      1.004w      1 calls
SAD Guess                           :      9.133u      0.633s      0.977w      1 calls
HF: Form G                          :   7967.717u    372.733s   1020.352w     15 calls
JK: D                               :      0.850u      0.100s      0.095w     15 calls
JK: USO2AO                          :      0.600u      0.083s      0.069w     15 calls
JK: JK                              :   7965.000u    372.183s   1020.023w     15 calls
JK: (Q|mn) Read                     :     11.100u    127.633s     77.123w     30 calls
JK: J                               :    255.733u     10.267s     28.440w     30 calls
JK: J1                              :    137.550u      4.533s     15.729w     30 calls
JK: J2                              :    116.617u      5.567s     12.426w     30 calls
JK: K                               :   7577.333u     65.733s    765.970w     30 calls
JK: K1                              :   5158.650u     60.583s    522.111w     30 calls
JK: K2                              :   2417.950u      5.033s    243.778w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.667u      0.083s      0.075w     15 calls
HF: Form D                          :      0.617u      0.000s      0.069w     15 calls
HF: DIIS                            :     29.950u      2.617s      3.408w     14 calls
DIISManager::add_entry              :      3.467u      0.600s      0.553w     14 calls
DIISManager::extrapolate            :      7.417u      1.567s      0.897w     14 calls
bMatrix setup                       :      4.017u      0.950s      0.497w     14 calls
bMatrix pseudoinverse               :      0.017u      0.017s      0.003w     14 calls
New vector                          :      3.383u      0.600s      0.397w     14 calls
HF: Form C                          :     71.517u      2.133s      7.362w     14 calls
DFMP2 Singles                       :      0.650u      0.017s      0.069w      1 calls
DFMP2 Aia                           :   1410.100u     79.400s    178.997w      1 calls
DFMP2 (A|mn)                        :   1124.817u     32.067s    116.001w      3 calls
DFMP2 (A|mn)C_mi                    :    146.300u     22.267s     20.995w      3 calls
DFMP2 (A|mi)C_na                    :    103.417u      2.983s     10.709w      3 calls
DFMP2 Aia Write                     :      3.617u      4.750s      2.712w      3 calls
DFMP2 Qia                           :    833.517u     14.983s     91.753w      1 calls
DFMP2 Metric                        :    354.500u      4.583s     36.169w      1 calls
DFMP2 Aia Read                      :      0.033u      2.067s      1.257w      1 calls
DFMP2 (Q|A)(A|ia)                   :    474.967u      0.217s     48.137w      1 calls
DFMP2 Qia Write                     :      0.333u      3.983s      2.396w      1 calls
DFMP2 Energy                        :   3909.750u     37.200s    401.145w      1 calls
DFMP2 Qia Read                      :      2.183u      1.917s      2.465w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      3.200u      0.450s      1.135w      1 calls
JK: (A|Q)^-1                        :    396.017u     17.883s     40.093w      1 calls
JK: (A|mn)                          :    517.867u     15.767s     53.448w      1 calls
JK: (Q|mn)                          :   1935.883u     16.483s    195.354w      1 calls
JK: (Q|mn) Write                    :      4.900u     17.133s     34.786w      1 calls
HF: Form core H                     :      0.100u      0.017s      0.119w      1 calls
HF: Form S/X                        :      4.667u      0.133s      0.480w      1 calls
HF: Guess                           :      9.383u      0.650s      1.004w      1 calls
| SAD Guess                         :      9.133u      0.633s      0.977w      1 calls
HF: Form G                          :   7967.717u    372.733s   1020.352w     15 calls
| JK: D                             :      0.850u      0.100s      0.095w     15 calls
| JK: USO2AO                        :      0.600u      0.083s      0.069w     15 calls
| JK: JK                            :   7965.000u    372.183s   1020.023w     15 calls
| | JK: (Q|mn) Read                 :     11.100u    127.633s     77.123w     30 calls
| | JK: J                           :    255.733u     10.267s     28.440w     30 calls
| | | JK: J1                        :    137.550u      4.533s     15.729w     30 calls
| | | JK: J2                        :    116.617u      5.567s     12.426w     30 calls
| | JK: K                           :   7577.333u     65.733s    765.970w     30 calls
| | | JK: K1                        :   5158.650u     60.583s    522.111w     30 calls
| | | JK: K2                        :   2417.950u      5.033s    243.778w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.667u      0.083s      0.075w     15 calls
HF: Form D                          :      0.617u      0.000s      0.069w     15 calls
HF: DIIS                            :     29.950u      2.617s      3.408w     14 calls
| DIISManager::add_entry            :      3.467u      0.600s      0.553w     14 calls
| DIISManager::extrapolate          :      7.417u      1.567s      0.897w     14 calls
| | bMatrix setup                   :      4.017u      0.950s      0.497w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.017s      0.003w     14 calls
| | New vector                      :      3.383u      0.600s      0.397w     14 calls
HF: Form C                          :     71.517u      2.133s      7.362w     14 calls
DFMP2 Singles                       :      0.650u      0.017s      0.069w      1 calls
DFMP2 Aia                           :   1410.100u     79.400s    178.997w      1 calls
| DFMP2 (A|mn)                      :   1124.817u     32.067s    116.001w      3 calls
| DFMP2 (A|mn)C_mi                  :    146.300u     22.267s     20.995w      3 calls
| DFMP2 (A|mi)C_na                  :    103.417u      2.983s     10.709w      3 calls
| DFMP2 Aia Write                   :      3.617u      4.750s      2.712w      3 calls
DFMP2 Qia                           :    833.517u     14.983s     91.753w      1 calls
| DFMP2 Metric                      :    354.500u      4.583s     36.169w      1 calls
| DFMP2 Aia Read                    :      0.033u      2.067s      1.257w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    474.967u      0.217s     48.137w      1 calls
| DFMP2 Qia Write                   :      0.333u      3.983s      2.396w      1 calls
DFMP2 Energy                        :   3909.750u     37.200s    401.145w      1 calls
| DFMP2 Qia Read                    :      2.183u      1.917s      2.465w      2 calls

**************************************************************************************

Host: node55.bme.utexas.edu

Timers On : Mon Mar  9 09:55:32 2020
Timers Off: Mon Mar  9 10:19:20 2020

Wall Time:     1428.17 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      3.000u      0.383s      1.988w      1 calls
JK: (A|mn)                          :   1494.800u      8.733s    150.602w      1 calls
JK: (A|Q)^-1/2                      :    262.633u      7.267s     29.653w      1 calls
JK: (Q|mn)                          :   1164.800u      1.600s    116.959w      1 calls
HF: Form core H                     :      0.733u      0.050s      0.360w      1 calls
HF: Form S/X                        :      3.183u      0.083s      0.328w      1 calls
HF: Guess                           :      8.983u      0.367s      0.939w      1 calls
SAD Guess                           :      8.783u      0.367s      0.921w      1 calls
HF: Form G                          :   4815.717u    107.250s    556.020w     15 calls
JK: D                               :      0.450u      0.000s      0.049w     15 calls
JK: USO2AO                          :      0.300u      0.000s      0.031w     15 calls
JK: JK                              :   4814.333u    107.217s    555.883w     15 calls
JK: J                               :     86.483u      0.450s      9.108w     30 calls
JK: J1                              :     41.133u      0.317s      4.432w     30 calls
JK: J2                              :     44.050u      0.100s      4.495w     30 calls
JK: K                               :   4688.950u      4.233s    471.624w     30 calls
JK: K1                              :   2977.750u      1.967s    298.528w     30 calls
JK: K2                              :   1710.983u      2.250s    173.072w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.317u      0.000s      0.029w     15 calls
HF: Form D                          :      0.450u      0.000s      0.045w     15 calls
HF: DIIS                            :     19.400u      1.350s      2.217w     14 calls
DIISManager::add_entry              :      2.900u      0.367s      0.468w     14 calls
DIISManager::extrapolate            :      5.350u      0.933s      0.626w     14 calls
bMatrix setup                       :      2.583u      0.600s      0.317w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      2.750u      0.333s      0.307w     14 calls
HF: Form C                          :     43.783u      0.500s      4.440w     14 calls
DFMP2 Singles                       :      0.483u      0.000s      0.048w      1 calls
DFMP2 Aia                           :   1141.500u     43.350s    152.302w      1 calls
DFMP2 (A|mn)                        :    939.950u      0.650s     94.198w      3 calls
DFMP2 (A|mn)C_mi                    :    103.150u      0.267s     10.360w      3 calls
DFMP2 (A|mi)C_na                    :     71.900u      0.133s      7.213w      3 calls
DFMP2 Aia Write                     :      3.883u      4.417s      2.579w      3 calls
DFMP2 Qia                           :    600.433u     11.117s     67.098w      1 calls
DFMP2 Metric                        :    268.783u      2.433s     27.330w      1 calls
DFMP2 Aia Read                      :      0.000u      1.300s      0.794w      1 calls
DFMP2 (Q|A)(A|ia)                   :    326.683u      0.383s     32.763w      1 calls
DFMP2 Qia Write                     :      0.800u      4.717s      3.196w      1 calls
DFMP2 Energy                        :   2745.400u      7.867s    281.727w      1 calls
DFMP2 Qia Read                      :      2.517u      1.583s      2.466w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      3.000u      0.383s      1.988w      1 calls
JK: (A|mn)                          :   1494.800u      8.733s    150.602w      1 calls
JK: (A|Q)^-1/2                      :    262.633u      7.267s     29.653w      1 calls
JK: (Q|mn)                          :   1164.800u      1.600s    116.959w      1 calls
HF: Form core H                     :      0.733u      0.050s      0.360w      1 calls
HF: Form S/X                        :      3.183u      0.083s      0.328w      1 calls
HF: Guess                           :      8.983u      0.367s      0.939w      1 calls
| SAD Guess                         :      8.783u      0.367s      0.921w      1 calls
HF: Form G                          :   4815.717u    107.250s    556.020w     15 calls
| JK: D                             :      0.450u      0.000s      0.049w     15 calls
| JK: USO2AO                        :      0.300u      0.000s      0.031w     15 calls
| JK: JK                            :   4814.333u    107.217s    555.883w     15 calls
| | JK: J                           :     86.483u      0.450s      9.108w     30 calls
| | | JK: J1                        :     41.133u      0.317s      4.432w     30 calls
| | | JK: J2                        :     44.050u      0.100s      4.495w     30 calls
| | JK: K                           :   4688.950u      4.233s    471.624w     30 calls
| | | JK: K1                        :   2977.750u      1.967s    298.528w     30 calls
| | | JK: K2                        :   1710.983u      2.250s    173.072w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.317u      0.000s      0.029w     15 calls
HF: Form D                          :      0.450u      0.000s      0.045w     15 calls
HF: DIIS                            :     19.400u      1.350s      2.217w     14 calls
| DIISManager::add_entry            :      2.900u      0.367s      0.468w     14 calls
| DIISManager::extrapolate          :      5.350u      0.933s      0.626w     14 calls
| | bMatrix setup                   :      2.583u      0.600s      0.317w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      2.750u      0.333s      0.307w     14 calls
HF: Form C                          :     43.783u      0.500s      4.440w     14 calls
DFMP2 Singles                       :      0.483u      0.000s      0.048w      1 calls
DFMP2 Aia                           :   1141.500u     43.350s    152.302w      1 calls
| DFMP2 (A|mn)                      :    939.950u      0.650s     94.198w      3 calls
| DFMP2 (A|mn)C_mi                  :    103.150u      0.267s     10.360w      3 calls
| DFMP2 (A|mi)C_na                  :     71.900u      0.133s      7.213w      3 calls
| DFMP2 Aia Write                   :      3.883u      4.417s      2.579w      3 calls
DFMP2 Qia                           :    600.433u     11.117s     67.098w      1 calls
| DFMP2 Metric                      :    268.783u      2.433s     27.330w      1 calls
| DFMP2 Aia Read                    :      0.000u      1.300s      0.794w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    326.683u      0.383s     32.763w      1 calls
| DFMP2 Qia Write                   :      0.800u      4.717s      3.196w      1 calls
DFMP2 Energy                        :   2745.400u      7.867s    281.727w      1 calls
| DFMP2 Qia Read                    :      2.517u      1.583s      2.466w      2 calls

**************************************************************************************

Host: node54.bme.utexas.edu

Timers On : Mon Mar  9 09:55:30 2020
Timers Off: Mon Mar  9 10:19:39 2020

Wall Time:     1449.26 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.967u      0.383s      1.979w      1 calls
JK: (A|mn)                          :   1517.700u     33.850s    155.488w      1 calls
JK: (A|Q)^-1/2                      :    286.433u      3.083s     29.098w      1 calls
JK: (Q|mn)                          :   1168.150u      4.517s    118.436w      1 calls
HF: Form core H                     :      0.550u      0.017s      0.062w      1 calls
HF: Form S/X                        :      3.017u      0.033s      0.306w      1 calls
HF: Guess                           :      8.500u      0.283s      0.882w      1 calls
SAD Guess                           :      8.300u      0.283s      0.861w      1 calls
HF: Form G                          :   4719.100u     73.083s    526.570w     15 calls
JK: D                               :      0.500u      0.017s      0.048w     15 calls
JK: USO2AO                          :      0.267u      0.000s      0.028w     15 calls
JK: JK                              :   4717.800u     73.050s    526.436w     15 calls
JK: J                               :     97.983u      0.633s     10.685w     30 calls
JK: J1                              :     46.983u      0.367s      5.221w     30 calls
JK: J2                              :     49.983u      0.217s      5.305w     30 calls
JK: K                               :   4576.633u      5.317s    460.891w     30 calls
JK: K1                              :   2834.483u      2.767s    284.618w     30 calls
JK: K2                              :   1741.867u      2.517s    176.250w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.283u      0.000s      0.031w     15 calls
HF: Form D                          :      0.400u      0.000s      0.045w     15 calls
HF: DIIS                            :     20.367u      1.400s      2.313w     14 calls
DIISManager::add_entry              :      3.100u      0.333s      0.469w     14 calls
DIISManager::extrapolate            :      5.533u      0.967s      0.651w     14 calls
bMatrix setup                       :      2.800u      0.650s      0.342w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      2.717u      0.317s      0.307w     14 calls
HF: Form C                          :     47.800u      0.700s      4.850w     14 calls
DFMP2 Singles                       :      0.500u      0.000s      0.050w      1 calls
DFMP2 Aia                           :   1142.300u     40.167s    148.916w      1 calls
DFMP2 (A|mn)                        :    950.083u      1.067s     95.304w      3 calls
DFMP2 (A|mn)C_mi                    :    102.250u      0.267s     10.269w      3 calls
DFMP2 (A|mi)C_na                    :     75.000u      0.067s      7.521w      3 calls
DFMP2 Aia Write                     :      4.267u      4.550s      2.623w      3 calls
DFMP2 Qia                           :    614.117u     10.583s     68.154w      1 calls
DFMP2 Metric                        :    280.483u      2.467s     28.505w      1 calls
DFMP2 Aia Read                      :      0.017u      1.750s      1.066w      1 calls
DFMP2 (Q|A)(A|ia)                   :    328.400u      0.267s     33.065w      1 calls
DFMP2 Qia Write                     :      0.533u      3.667s      2.209w      1 calls
DFMP2 Energy                        :   2822.383u      7.300s    294.217w      1 calls
DFMP2 Qia Read                      :      2.983u      1.600s      2.758w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.967u      0.383s      1.979w      1 calls
JK: (A|mn)                          :   1517.700u     33.850s    155.488w      1 calls
JK: (A|Q)^-1/2                      :    286.433u      3.083s     29.098w      1 calls
JK: (Q|mn)                          :   1168.150u      4.517s    118.436w      1 calls
HF: Form core H                     :      0.550u      0.017s      0.062w      1 calls
HF: Form S/X                        :      3.017u      0.033s      0.306w      1 calls
HF: Guess                           :      8.500u      0.283s      0.882w      1 calls
| SAD Guess                         :      8.300u      0.283s      0.861w      1 calls
HF: Form G                          :   4719.100u     73.083s    526.570w     15 calls
| JK: D                             :      0.500u      0.017s      0.048w     15 calls
| JK: USO2AO                        :      0.267u      0.000s      0.028w     15 calls
| JK: JK                            :   4717.800u     73.050s    526.436w     15 calls
| | JK: J                           :     97.983u      0.633s     10.685w     30 calls
| | | JK: J1                        :     46.983u      0.367s      5.221w     30 calls
| | | JK: J2                        :     49.983u      0.217s      5.305w     30 calls
| | JK: K                           :   4576.633u      5.317s    460.891w     30 calls
| | | JK: K1                        :   2834.483u      2.767s    284.618w     30 calls
| | | JK: K2                        :   1741.867u      2.517s    176.250w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.283u      0.000s      0.031w     15 calls
HF: Form D                          :      0.400u      0.000s      0.045w     15 calls
HF: DIIS                            :     20.367u      1.400s      2.313w     14 calls
| DIISManager::add_entry            :      3.100u      0.333s      0.469w     14 calls
| DIISManager::extrapolate          :      5.533u      0.967s      0.651w     14 calls
| | bMatrix setup                   :      2.800u      0.650s      0.342w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      2.717u      0.317s      0.307w     14 calls
HF: Form C                          :     47.800u      0.700s      4.850w     14 calls
DFMP2 Singles                       :      0.500u      0.000s      0.050w      1 calls
DFMP2 Aia                           :   1142.300u     40.167s    148.916w      1 calls
| DFMP2 (A|mn)                      :    950.083u      1.067s     95.304w      3 calls
| DFMP2 (A|mn)C_mi                  :    102.250u      0.267s     10.269w      3 calls
| DFMP2 (A|mi)C_na                  :     75.000u      0.067s      7.521w      3 calls
| DFMP2 Aia Write                   :      4.267u      4.550s      2.623w      3 calls
DFMP2 Qia                           :    614.117u     10.583s     68.154w      1 calls
| DFMP2 Metric                      :    280.483u      2.467s     28.505w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.750s      1.066w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    328.400u      0.267s     33.065w      1 calls
| DFMP2 Qia Write                   :      0.533u      3.667s      2.209w      1 calls
DFMP2 Energy                        :   2822.383u      7.300s    294.217w      1 calls
| DFMP2 Qia Read                    :      2.983u      1.600s      2.758w      2 calls

**************************************************************************************

Host: node35.bme.utexas.edu

Timers On : Tue Mar 10 10:19:20 2020
Timers Off: Tue Mar 10 10:46:57 2020

Wall Time:     1656.93 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.667u      0.467s      0.975w      1 calls
JK: (A|mn)                          :   1970.617u      1.250s    197.276w      1 calls
JK: (A|Q)^-1/2                      :    367.683u      6.117s     37.558w      1 calls
JK: (Q|mn)                          :   1602.750u      1.800s    160.728w      1 calls
HF: Form core H                     :      0.717u      0.100s      0.086w      1 calls
HF: Form S/X                        :      4.400u      0.183s      0.459w      1 calls
HF: Guess                           :     10.300u      0.583s      5.491w      1 calls
SAD Guess                           :     10.033u      0.533s      5.461w      1 calls
HF: Form G                          :   5754.533u     55.383s    614.881w     15 calls
JK: D                               :      0.800u      0.000s      0.088w     15 calls
JK: USO2AO                          :      0.583u      0.117s      0.064w     15 calls
JK: JK                              :   5751.833u     55.000s    614.576w     15 calls
JK: J                               :    226.200u      3.800s     23.177w     30 calls
JK: J1                              :    118.217u      3.133s     12.169w     30 calls
JK: J2                              :    106.083u      0.583s     10.722w     30 calls
JK: K                               :   5484.100u     13.583s    560.581w     30 calls
JK: K1                              :   3287.433u      7.650s    329.842w     30 calls
JK: K2                              :   2195.983u      5.850s    230.665w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.650u      0.083s      0.078w     15 calls
HF: Form D                          :      0.683u      0.067s      0.070w     15 calls
HF: DIIS                            :     25.917u      2.550s      2.847w     14 calls
DIISManager::add_entry              :      1.833u      0.433s      0.222w     14 calls
DIISManager::extrapolate            :      8.050u      1.700s      0.976w     14 calls
bMatrix setup                       :      3.967u      0.950s      0.490w     14 calls
bMatrix pseudoinverse               :      0.017u      0.017s      0.004w     14 calls
New vector                          :      4.067u      0.733s      0.481w     14 calls
HF: Form C                          :     65.350u      2.367s      6.775w     14 calls
DFMP2 Singles                       :      0.783u      0.033s      0.083w      1 calls
DFMP2 Aia                           :   1353.083u     14.517s    154.407w      1 calls
DFMP2 (A|mn)                        :   1105.633u      0.650s    110.650w      3 calls
