
Host: node47.bme.utexas.edu

Timers On : Tue Mar  3 18:02:00 2020
Timers Off: Tue Mar  3 18:19:26 2020

Wall Time:     1046.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.150u      0.283s      0.752w      1 calls
JK: (A|mn)                          :   1873.250u      0.017s    187.566w      1 calls
JK: (A|Q)^-1/2                      :    262.917u      2.200s     26.589w      1 calls
JK: (Q|mn)                          :   1260.783u      1.000s    127.166w      1 calls
HF: Form core H                     :      0.417u      0.033s      0.045w      1 calls
HF: Form S/X                        :      2.983u      0.067s      0.307w      1 calls
HF: Guess                           :      8.567u      0.317s      0.890w      1 calls
SAD Guess                           :      8.400u      0.317s      0.872w      1 calls
HF: Form G                          :   4229.350u    164.667s    528.291w     15 calls
JK: D                               :      0.500u      0.033s      0.050w     15 calls
JK: USO2AO                          :      0.300u      0.017s      0.032w     15 calls
JK: JK                              :   4228.000u    164.617s    528.152w     15 calls
JK: J                               :     96.400u      0.450s      9.753w     30 calls
JK: J1                              :     43.650u      0.283s      4.396w     30 calls
JK: J2                              :     51.400u      0.100s      5.169w     30 calls
JK: K                               :   4081.050u      2.100s    411.177w     30 calls
JK: K1                              :   2352.267u      0.467s    235.653w     30 calls
JK: K2                              :   1728.667u      1.617s    175.501w     30 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.300u      0.000s      0.028w     15 calls
HF: Form D                          :      0.467u      0.000s      0.047w     15 calls
HF: DIIS                            :     17.533u      1.183s      1.877w     14 calls
DIISManager::add_entry              :      1.550u      0.233s      0.181w     14 calls
DIISManager::extrapolate            :      5.183u      0.900s      0.605w     14 calls
bMatrix setup                       :      2.550u      0.567s      0.308w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      2.617u      0.333s      0.295w     14 calls
HF: Form C                          :     44.717u      0.550s      4.530w     14 calls
DFMP2 Singles                       :      0.450u      0.000s      0.044w      1 calls
DFMP2 Aia                           :   1107.917u     20.850s    133.540w      1 calls
DFMP2 (A|mn)                        :    914.433u      0.533s     91.610w      3 calls
DFMP2 (A|mn)C_mi                    :     93.433u      0.250s      9.391w      3 calls
DFMP2 (A|mi)C_na                    :     73.217u      0.183s      7.351w      3 calls
DFMP2 Aia Write                     :      3.450u      3.900s      2.411w      3 calls
DFMP2 Qia                           :    614.567u     10.217s     67.600w      1 calls
DFMP2 Metric                        :    281.267u      3.117s     28.644w      1 calls
DFMP2 Aia Read                      :      0.017u      1.317s      0.798w      1 calls
DFMP2 (Q|A)(A|ia)                   :    330.833u      0.083s     33.826w      1 calls
DFMP2 Qia Write                     :      0.017u      3.850s      2.424w      1 calls
DFMP2 Energy                        :   2746.433u      4.850s    279.209w      1 calls
DFMP2 Qia Read                      :      1.450u      1.350s      1.691w      2 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      2.150u      0.283s      0.752w      1 calls
JK: (A|mn)                          :   1873.250u      0.017s    187.566w      1 calls
JK: (A|Q)^-1/2                      :    262.917u      2.200s     26.589w      1 calls
JK: (Q|mn)                          :   1260.783u      1.000s    127.166w      1 calls
HF: Form core H                     :      0.417u      0.033s      0.045w      1 calls
HF: Form S/X                        :      2.983u      0.067s      0.307w      1 calls
HF: Guess                           :      8.567u      0.317s      0.890w      1 calls
| SAD Guess                         :      8.400u      0.317s      0.872w      1 calls
HF: Form G                          :   4229.350u    164.667s    528.291w     15 calls
| JK: D                             :      0.500u      0.033s      0.050w     15 calls
| JK: USO2AO                        :      0.300u      0.017s      0.032w     15 calls
| JK: JK                            :   4228.000u    164.617s    528.152w     15 calls
| | JK: J                           :     96.400u      0.450s      9.753w     30 calls
| | | JK: J1                        :     43.650u      0.283s      4.396w     30 calls
| | | JK: J2                        :     51.400u      0.100s      5.169w     30 calls
| | JK: K                           :   4081.050u      2.100s    411.177w     30 calls
| | | JK: K1                        :   2352.267u      0.467s    235.653w     30 calls
| | | JK: K2                        :   1728.667u      1.617s    175.501w     30 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.300u      0.000s      0.028w     15 calls
HF: Form D                          :      0.467u      0.000s      0.047w     15 calls
HF: DIIS                            :     17.533u      1.183s      1.877w     14 calls
| DIISManager::add_entry            :      1.550u      0.233s      0.181w     14 calls
| DIISManager::extrapolate          :      5.183u      0.900s      0.605w     14 calls
| | bMatrix setup                   :      2.550u      0.567s      0.308w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      2.617u      0.333s      0.295w     14 calls
HF: Form C                          :     44.717u      0.550s      4.530w     14 calls
DFMP2 Singles                       :      0.450u      0.000s      0.044w      1 calls
DFMP2 Aia                           :   1107.917u     20.850s    133.540w      1 calls
| DFMP2 (A|mn)                      :    914.433u      0.533s     91.610w      3 calls
| DFMP2 (A|mn)C_mi                  :     93.433u      0.250s      9.391w      3 calls
| DFMP2 (A|mi)C_na                  :     73.217u      0.183s      7.351w      3 calls
| DFMP2 Aia Write                   :      3.450u      3.900s      2.411w      3 calls
DFMP2 Qia                           :    614.567u     10.217s     67.600w      1 calls
| DFMP2 Metric                      :    281.267u      3.117s     28.644w      1 calls
| DFMP2 Aia Read                    :      0.017u      1.317s      0.798w      1 calls
| DFMP2 (Q|A)(A|ia)                 :    330.833u      0.083s     33.826w      1 calls
| DFMP2 Qia Write                   :      0.017u      3.850s      2.424w      1 calls
DFMP2 Energy                        :   2746.433u      4.850s    279.209w      1 calls
| DFMP2 Qia Read                    :      1.450u      1.350s      1.691w      2 calls

**************************************************************************************

Host: node72.bme.utexas.edu

Timers On : Tue Apr 14 12:44:11 2020
Timers Off: Tue Apr 14 13:08:33 2020

Wall Time:     1461.74 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      2.750u      0.350s      0.959w      1 calls
JK: (A|Q)^-1                        :    324.133u     30.200s     33.035w      1 calls
JK: (A|mn)                          :    427.733u      0.000s     42.839w      2 calls
JK: (Q|mn)                          :   1454.000u      0.783s    145.711w      2 calls
JK: (Q|mn) Write                    :      3.100u     11.567s      7.888w      2 calls
HF: Form core H                     :      0.067u      0.017s      0.048w      1 calls
