    -0.72289400     0.00049100    -2.65448400
    -0.76778500     0.19290300    -2.64713600
    -1.00147700     0.01944000    -2.63978800
    -0.91530400    -0.28194000    -2.63244000
    -0.60491600    -0.37578600    -2.62509200
    -0.32806300    -0.19500100    -2.61774400
    -0.42469200     0.42719000    -2.60304800
    -0.73932000     0.55637600    -2.59569900
    -1.07154000     0.47577800    -2.58835100
    -1.30286500     0.22219100    -2.58100300
    -1.36296700    -0.11690400    -2.57365500
    -1.24018500    -0.43966300    -2.56630700
    -0.97331900    -0.66008000    -2.55895900
    -0.63294500    -0.72656500    -2.55161100
    -0.38533100     0.80441100    -2.50752300
    -0.72360900     0.89330300    -2.50017500
    -1.07029100     0.84500300    -2.49282700
    -1.37336700     0.66939400    -2.48547800
    -1.59020900     0.39402100    -2.47813000
    -1.69251900     0.05856900    -2.47078200
    -1.66873400    -0.29152100    -2.46343400
    -1.52398500    -0.61136500    -2.45608600
    -1.27802100    -0.86210400    -2.44873800
    -0.96164500    -1.01501300    -2.44139000
    -0.61228000    -1.05398600    -2.43404200
    -0.45325500     1.17085300    -2.36790900
    -0.80325900     1.21326400    -2.36056100
    -1.15075900     1.15328200    -2.35321300
    -1.46694700     0.99698100    -2.34586500
    -1.72649500     0.75804900    -2.33851700
    -1.90937700     0.45629800    -2.33116900
    -2.00214900     0.11580300    -2.32382100
    -1.99862700    -0.23714700    -2.31647300
    -1.89999400    -0.57611300    -2.30912500
    -1.71434800    -0.87644700    -2.30177700
    -1.45579100    -1.11696900    -2.29442900
    -1.14316500    -1.28129400    -2.28708100
    -0.79853000    -1.35874300    -2.27973300
    -0.44552700    -1.34481100    -2.27238500
    -0.73640600     1.51063200    -2.18420800
    -1.08852800     1.47668500    -2.17686000
    -1.42328200     1.36222200    -2.16951200
    -1.72281800     1.17391200    -2.16216400
    -1.97150000     0.92220100    -2.15481500
    -2.15665600     0.62064300    -2.14746700
    -2.26913000     0.28510100    -2.14011900
    -2.30363900    -0.06712700    -2.13277100
    -2.25891800    -0.41823000    -2.12542300
    -2.13765900    -0.75077500    -2.11807500
    -1.94625900    -1.04855300    -2.11072700
    -1.69440000    -1.29732900    -2.10337900
    -1.39449400    -1.48546100    -2.09603100
    -1.06101100    -1.60437900    -2.08868300
    -0.70974900    -1.64889700    -2.08133500
    -0.66679900     1.77964500    -1.97111400
    -1.02078200     1.76366800    -1.96376600
    -1.36466600     1.67815200    -1.95641800
    -1.68506100     1.52673800    -1.94907000
    -1.96966100     1.31557200    -1.94172200
    -2.20769300     1.05301200    -1.93437400
    -2.39029500     0.74926300    -1.92702500
    -2.51080300     0.41595600    -1.91967700
    -2.56496300     0.06568300    -1.91232900
    -2.55103200    -0.28849000    -1.90498100
    -2.46979400    -0.63351400    -1.89763300
    -2.32447900    -0.95683000    -1.89028500
    -2.12059800    -1.24681300    -1.88293700
    -1.86570200    -1.49317400    -1.87558900
    -1.56907000    -1.68729500    -1.86824100
    -1.24135200    -1.82250600    -1.86089300
    -0.89416700    -1.89428000    -1.85354500
    -0.53968300    -1.90034900    -1.84619700
    -0.76891100     2.02327600    -1.72128000
    -1.12208100     1.99040300    -1.71393200
    -1.46413200     1.89650800    -1.70658300
    -1.78468400     1.74463100    -1.69923500
    -2.07410100     1.53953700    -1.69188700
    -2.32376700     1.28754900    -1.68453900
    -2.52633100     0.99633800    -1.67719100
    -2.67590500     0.67467200    -1.66984300
    -2.76821700     0.33214600    -1.66249500
    -2.80071300    -0.02111800    -1.65514700
    -2.77260900    -0.37476400    -1.64779900
    -2.68488800    -0.71851600    -1.64045100
    -2.54024600    -1.04246600    -1.63310300
    -2.34299200    -1.33735700    -1.62575500
    -2.09890500    -1.59483600    -1.61840700
    -1.81504700    -1.80768200    -1.61105900
    -1.49954900    -1.96999100    -1.60371100
    -1.16136800    -2.07732700    -1.59636200
    -0.81002500    -2.12682700    -1.58901400
    -0.53447700     2.21934500    -1.44940100
    -0.88933500     2.22589900    -1.44205300
    -1.24074500     2.17608100    -1.43470500
    -1.57984400     2.07126700    -1.42735700
    -1.89813300     1.91420300    -1.42000900
    -2.18768800     1.70892700    -1.41266100
    -2.44134900     1.46065400    -1.40531300
    -2.65289000     1.17563200    -1.39796500
    -2.81716400     0.86098400    -1.39061700
    -2.93021800     0.52451400    -1.38326900
    -2.98937700     0.17452000    -1.37592000
    -2.99330200    -0.18042200    -1.36857200
    -2.94200100    -0.53166200    -1.36122400
    -2.83682200    -0.87069400    -1.35387600
    -2.68040600    -1.18935000    -1.34652800
    -2.47661300    -1.48000300    -1.33918000
    -2.23041400    -1.73573600    -1.33183200
    -1.94776600    -1.95050600    -1.32448400
    -1.63545900    -2.11927700    -1.31713600
    -1.30095100    -2.23813000    -1.30978800
    -0.95218200    -2.30434700    -1.30244000
    -0.59738600    -2.31646100    -1.29509200
    -0.54295100     2.39053700    -1.14813000
    -0.89800400     2.39442800    -1.14078200
    -2.20979800     1.90239400    -1.11139000
    -2.47497300     1.66623400    -1.10404200
    -2.70267600     1.39375900    -1.09669400
    -2.88805100     1.09089100    -1.08934600
    -3.02717200     0.76417800    -1.08199800
    -3.11711700     0.42065700    -1.07465000
    -3.15602900     0.06769000    -1.06730200
    -3.14314600    -0.28718400    -1.05995400
    -3.07880700    -0.63641700    -1.05260600
    -2.96444400    -0.97261200    -1.04525700
    -2.80253900    -1.28867200    -1.03790900
    -2.59656700    -1.57795600    -1.03056100
    -2.35091800    -1.83440800    -1.02321300
    -2.07079700    -2.05268700    -1.01586500
    -1.76211200    -2.22826700    -1.00851700
    -1.43134400    -2.35753400    -1.00116900
    -1.08541300    -2.43785000    -0.99382100
    -0.73152700    -2.46760200    -0.98647300
    -2.81556600     1.44605200    -0.77337900
    -2.99847600     1.14156100    -0.76603100
    -3.13720300     0.81456300    -0.75868300
    -3.22908300     0.47144300    -0.75133500
    -3.27237000     0.11887900    -0.74398700
    -3.26626700    -0.23628300    -0.73663900
    -3.21093000    -0.58716200    -0.72929100
    -3.10747000    -0.92697900    -0.72194300
    -2.95792200    -1.24918500    -0.71459400
    -2.76520500    -1.54758400    -0.70724600
    -2.53305800    -1.81645600    -0.69989800
    -0.60381700    -2.57323600    -0.65581000
    -3.10786800     1.09572800    -0.42802000
    -3.23507200     0.76398700    -0.42067200
    -3.31630400     0.41810300    -0.41332400
    -3.35009600     0.06441800    -0.40597600
    -3.33585000    -0.29059300    -0.39862800
    -3.27384700    -0.64044100    -0.39128000
    -3.16523900    -0.97873500    -0.38393200
    -3.01202700    -1.29930600    -0.37658300
    -3.17613800     1.02490200    -0.08266100
