
Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:30:42 2019
Timers Off: Sun Dec 29 12:30:49 2019

Wall Time:        6.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Timers On : Sun Dec 29 12:34:46 2019
Timers Off: Sun Dec 29 12:35:08 2019

Wall Time:       21.46 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.500u      0.083s      1.556w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.022w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.567u      0.000s      0.344w      1 calls
SAD Guess                           :      0.550u      0.000s      0.331w      1 calls
HF: Form G                          :      0.333u      0.017s      0.250w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.333u      0.017s      0.247w     15 calls
PK computes JK                      :      0.333u      0.017s      0.247w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.033u      0.017s      0.026w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.007w     14 calls
DIISManager::extrapolate            :      0.017u      0.017s      0.007w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.333u      0.017s      0.250w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.141w      1 calls
DFMP2 (A|mn)C_mi                    :      0.017u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.107w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.089w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.500u      0.083s      1.556w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.022w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.567u      0.000s      0.344w      1 calls
| SAD Guess                         :      0.550u      0.000s      0.331w      1 calls
HF: Form G                          :      0.333u      0.017s      0.250w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.333u      0.017s      0.247w     15 calls
| | PK computes JK                  :      0.333u      0.017s      0.247w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.033u      0.017s      0.026w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.007w     14 calls
| DIISManager::extrapolate          :      0.017u      0.017s      0.007w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.333u      0.017s      0.250w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.141w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.017u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.107w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.089w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:35:08 2019
Timers Off: Sun Dec 29 12:35:29 2019

Wall Time:       20.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.383u      0.067s      1.465w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
SAD Guess                           :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.383u      0.000s      0.236w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.383u      0.000s      0.233w     15 calls
PK computes JK                      :      0.383u      0.000s      0.233w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.067u      0.017s      0.025w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.006w     14 calls
DIISManager::extrapolate            :      0.017u      0.017s      0.006w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.023w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.017s      0.231w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.143w      1 calls
DFMP2 (A|mn)C_mi                    :      0.017u      0.000s      0.007w      1 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.150u      0.017s      0.110w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.092w      1 calls
DFMP2 Aia Read                      :      0.000u      0.017s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.000u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.018w      1 calls
DFMP2 Qia Read                      :      0.017u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.383u      0.067s      1.465w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.008w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
| SAD Guess                         :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.383u      0.000s      0.236w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.383u      0.000s      0.233w     15 calls
| | PK computes JK                  :      0.383u      0.000s      0.233w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.067u      0.017s      0.025w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.006w     14 calls
| DIISManager::extrapolate          :      0.017u      0.017s      0.006w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.023w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.017s      0.231w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.143w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.017u      0.000s      0.007w      1 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.150u      0.017s      0.110w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.092w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.017s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.000u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.018w      1 calls
| DFMP2 Qia Read                    :      0.017u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:35:29 2019
Timers Off: Sun Dec 29 12:35:51 2019

Wall Time:       22.01 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.450u      0.050s      1.504w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.024w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.583u      0.000s      0.349w      1 calls
SAD Guess                           :      0.567u      0.000s      0.337w      1 calls
HF: Form G                          :      0.333u      0.000s      0.240w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.333u      0.000s      0.238w     15 calls
PK computes JK                      :      0.333u      0.000s      0.238w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.017u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.033u      0.000s      0.025w     14 calls
DIISManager::add_entry              :      0.017u      0.000s      0.006w     14 calls
DIISManager::extrapolate            :      0.017u      0.000s      0.007w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.050u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.350u      0.017s      0.230w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.143w      1 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.111w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.092w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.017s      0.018w      1 calls
DFMP2 Qia Read                      :      0.000u      0.017s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.450u      0.050s      1.504w      1 calls
HF: Form core H                     :      0.017u      0.000s      0.024w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.583u      0.000s      0.349w      1 calls
| SAD Guess                         :      0.567u      0.000s      0.337w      1 calls
HF: Form G                          :      0.333u      0.000s      0.240w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.333u      0.000s      0.238w     15 calls
| | PK computes JK                  :      0.333u      0.000s      0.238w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.017u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.033u      0.000s      0.025w     14 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.006w     14 calls
| DIISManager::extrapolate          :      0.017u      0.000s      0.007w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.050u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.350u      0.017s      0.230w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.143w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.111w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.092w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.017s      0.018w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.017s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:35:51 2019
Timers Off: Sun Dec 29 12:36:12 2019

Wall Time:       21.09 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.400u      0.050s      1.465w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.022w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.017s      0.335w      1 calls
SAD Guess                           :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.367u      0.000s      0.236w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.367u      0.000s      0.233w     15 calls
PK computes JK                      :      0.367u      0.000s      0.233w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.050u      0.017s      0.026w     14 calls
DIISManager::add_entry              :      0.017u      0.000s      0.007w     14 calls
DIISManager::extrapolate            :      0.017u      0.017s      0.007w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.017u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.333u      0.033s      0.225w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.139w      1 calls
DFMP2 (A|mn)C_mi                    :      0.017u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.017s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.109w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.091w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.400u      0.050s      1.465w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.022w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.017s      0.335w      1 calls
| SAD Guess                         :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.367u      0.000s      0.236w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.367u      0.000s      0.233w     15 calls
| | PK computes JK                  :      0.367u      0.000s      0.233w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.050u      0.017s      0.026w     14 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.007w     14 calls
| DIISManager::extrapolate          :      0.017u      0.017s      0.007w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      0.000u      0.017s      0.002w     14 calls
HF: Form C                          :      0.017u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.333u      0.033s      0.225w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.139w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.017u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.017s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.000s      0.109w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.091w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:36:12 2019
Timers Off: Sun Dec 29 12:36:34 2019

Wall Time:       21.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.383u      0.050s      1.459w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.042w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
SAD Guess                           :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.400u      0.000s      0.238w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.400u      0.000s      0.235w     15 calls
PK computes JK                      :      0.400u      0.000s      0.235w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.017u      0.000s      0.025w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.006w     14 calls
DIISManager::extrapolate            :      0.017u      0.000s      0.006w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     14 calls
New vector                          :      0.017u      0.000s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.000s      0.225w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.140w      1 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.017u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.017s      0.110w      1 calls
DFMP2 Metric                        :      0.150u      0.000s      0.091w      1 calls
DFMP2 Aia Read                      :      0.000u      0.017s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.383u      0.050s      1.459w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.042w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.550u      0.000s      0.335w      1 calls
| SAD Guess                         :      0.533u      0.000s      0.323w      1 calls
HF: Form G                          :      0.400u      0.000s      0.238w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.400u      0.000s      0.235w     15 calls
| | PK computes JK                  :      0.400u      0.000s      0.235w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.017u      0.000s      0.025w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.006w     14 calls
| DIISManager::extrapolate          :      0.017u      0.000s      0.006w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.001w     14 calls
| | New vector                      :      0.017u      0.000s      0.002w     14 calls
HF: Form C                          :      0.033u      0.000s      0.024w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.367u      0.000s      0.225w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.140w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.017u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.167u      0.017s      0.110w      1 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.091w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.017s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Energy                        :      0.017u      0.000s      0.017w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:36:34 2019
Timers Off: Sun Dec 29 12:36:55 2019

Wall Time:       21.27 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.533u      0.050s      1.548w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.567u      0.017s      0.335w      1 calls
SAD Guess                           :      0.550u      0.017s      0.323w      1 calls
HF: Form G                          :      0.333u      0.000s      0.235w     15 calls
JK: D                               :      0.000u      0.000s      0.001w     15 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     15 calls
JK: JK                              :      0.333u      0.000s      0.232w     15 calls
PK computes JK                      :      0.333u      0.000s      0.232w     15 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.050u      0.017s      0.025w     14 calls
DIISManager::add_entry              :      0.000u      0.000s      0.007w     14 calls
DIISManager::extrapolate            :      0.000u      0.017s      0.006w     14 calls
bMatrix setup                       :      0.000u      0.000s      0.003w     14 calls
bMatrix pseudoinverse               :      0.000u      0.017s      0.001w     14 calls
New vector                          :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.017u      0.000s      0.023w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.350u      0.017s      0.234w      1 calls
DFMP2 (A|mn)                        :      0.233u      0.000s      0.146w      1 calls
DFMP2 (A|mn)C_mi                    :      0.017u      0.000s      0.006w      1 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.004w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.183u      0.017s      0.113w      1 calls
DFMP2 Metric                        :      0.167u      0.000s      0.094w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.001w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.017u      0.000s      0.008w      1 calls
DFMP2 Qia Write                     :      0.000u      0.017s      0.001w      1 calls
DFMP2 Energy                        :      0.000u      0.000s      0.018w      1 calls
DFMP2 Qia Read                      :      0.000u      0.000s      0.000w      2 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      2.533u      0.050s      1.548w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.009w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.002w      1 calls
HF: Guess                           :      0.567u      0.017s      0.335w      1 calls
| SAD Guess                         :      0.550u      0.017s      0.323w      1 calls
HF: Form G                          :      0.333u      0.000s      0.235w     15 calls
| JK: D                             :      0.000u      0.000s      0.001w     15 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     15 calls
| JK: JK                            :      0.333u      0.000s      0.232w     15 calls
| | PK computes JK                  :      0.333u      0.000s      0.232w     15 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     15 calls
HF: Form F                          :      0.000u      0.000s      0.001w     15 calls
HF: Form D                          :      0.000u      0.000s      0.000w     15 calls
HF: DIIS                            :      0.050u      0.017s      0.025w     14 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.007w     14 calls
| DIISManager::extrapolate          :      0.000u      0.017s      0.006w     14 calls
| | bMatrix setup                   :      0.000u      0.000s      0.003w     14 calls
| | bMatrix pseudoinverse           :      0.000u      0.017s      0.001w     14 calls
| | New vector                      :      0.000u      0.000s      0.002w     14 calls
HF: Form C                          :      0.017u      0.000s      0.023w     14 calls
DFMP2 Singles                       :      0.000u      0.000s      0.000w      1 calls
DFMP2 Aia                           :      0.350u      0.017s      0.234w      1 calls
| DFMP2 (A|mn)                      :      0.233u      0.000s      0.146w      1 calls
| DFMP2 (A|mn)C_mi                  :      0.017u      0.000s      0.006w      1 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.004w      1 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w      1 calls
DFMP2 Qia                           :      0.183u      0.017s      0.113w      1 calls
| DFMP2 Metric                      :      0.167u      0.000s      0.094w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      0.017u      0.000s      0.008w      1 calls
| DFMP2 Qia Write                   :      0.000u      0.017s      0.001w      1 calls
DFMP2 Energy                        :      0.000u      0.000s      0.018w      1 calls
| DFMP2 Qia Read                    :      0.000u      0.000s      0.000w      2 calls

**************************************************************************************

