
Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:30:42 2019
Timers Off: Sun Dec 29 12:30:49 2019

Wall Time:        6.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JKGrad: ABx                         :      0.483u      0.000s      0.308w      7 calls
JKGrad: Amnx                        :      2.900u      0.000s      1.727w      7 calls
Grad: XC                            :      0.000u      0.000s      0.000w      7 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.300u      0.000s      0.193w      7 calls
DFH: initialize()                   :      1.550u      0.033s      0.961w      7 calls
| DFH: AO Construction              :      0.433u      0.000s      0.262w      7 calls
| DFH: AO-Met. Contraction          :      0.150u      0.000s      0.096w      7 calls
HF: Form core H                     :      0.000u      0.000s      0.170w      7 calls
HF: Form S/X                        :      0.017u      0.000s      0.003w      7 calls
HF: Guess                           :      0.533u      0.000s      0.322w      7 calls
| SAD Guess                         :      0.517u      0.000s      0.310w      1 calls
HF: Form G                          :      0.267u      0.000s      0.145w     72 calls
| JK: D                             :      0.000u      0.000s      0.001w     72 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     72 calls
| JK: JK                            :      0.233u      0.000s      0.140w     72 calls
| | DFH: compute_JK()               :      0.233u      0.000s      0.140w     72 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     72 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.025w     72 calls
| | | DFH: compute_K                :      0.183u      0.000s      0.114w     72 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     72 calls
HF: Form F                          :      0.017u      0.000s      0.001w     72 calls
HF: Form D                          :      0.000u      0.000s      0.001w     72 calls
HF: DIIS                            :      0.033u      0.000s      0.076w     71 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.033w     65 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.010w     65 calls
| | bMatrix setup                   :      0.000u      0.000s      0.004w     65 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.002w     65 calls
| | New vector                      :      0.000u      0.000s      0.003w     65 calls
HF: Form C                          :      0.017u      0.000s      0.026w     71 calls
Grad: V T Perturb                   :      0.233u      0.017s      0.144w      7 calls
Grad: S                             :      0.000u      0.000s      0.003w      7 calls
Grad: JK                            :      5.217u      0.033s      3.355w      7 calls
| JKGrad: Amn                       :      0.800u      0.000s      0.462w      7 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      7 calls
| JKGrad: AB                        :      0.700u      0.033s      0.426w      7 calls
| JKGrad: UV                        :      0.000u      0.000s      0.007w      7 calls
| JKGrad: ABx                       :      0.483u      0.000s      0.308w      7 calls
| JKGrad: Amnx                      :      2.900u      0.000s      1.727w      7 calls
Grad: XC                            :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:31:45 2019
Timers Off: Sun Dec 29 12:31:56 2019

Wall Time:       10.11 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.367u      0.017s      0.218w      8 calls
DFH: initialize()                   :      1.817u      0.067s      1.096w      8 calls
DFH: AO Construction                :      0.467u      0.000s      0.298w      8 calls
DFH: AO-Met. Contraction            :      0.200u      0.017s      0.109w      8 calls
HF: Form core H                     :      0.017u      0.000s      0.180w      8 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      8 calls
HF: Guess                           :      0.533u      0.000s      0.323w      8 calls
SAD Guess                           :      0.517u      0.000s      0.310w      1 calls
HF: Form G                          :      0.300u      0.000s      0.169w     82 calls
JK: D                               :      0.017u      0.000s      0.001w     82 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     82 calls
JK: JK                              :      0.283u      0.000s      0.164w     82 calls
DFH: compute_JK()                   :      0.283u      0.000s      0.163w     82 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     82 calls
DFH: compute_J                      :      0.033u      0.000s      0.029w     82 calls
DFH: compute_K                      :      0.250u      0.000s      0.133w     82 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     82 calls
HF: Form F                          :      0.000u      0.000s      0.001w     82 calls
HF: Form D                          :      0.000u      0.000s      0.001w     82 calls
HF: DIIS                            :      0.100u      0.000s      0.086w     81 calls
DIISManager::add_entry              :      0.000u      0.000s      0.037w     74 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.011w     74 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     74 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.002w     74 calls
New vector                          :      0.000u      0.000s      0.003w     74 calls
HF: Form C                          :      0.067u      0.000s      0.030w     81 calls
Grad: V T Perturb                   :      0.267u      0.000s      0.163w      8 calls
Grad: S                             :      0.000u      0.000s      0.003w      8 calls
Grad: JK                            :      5.933u      0.017s      3.758w      8 calls
JKGrad: Amn                         :      0.867u      0.000s      0.525w      8 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      8 calls
JKGrad: AB                          :      0.800u      0.017s      0.490w      8 calls
JKGrad: UV                          :      0.000u      0.000s      0.008w      8 calls
JKGrad: ABx                         :      0.583u      0.000s      0.351w      8 calls
JKGrad: Amnx                        :      3.300u      0.000s      1.966w      8 calls
Grad: XC                            :      0.000u      0.000s      0.000w      8 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.367u      0.017s      0.218w      8 calls
DFH: initialize()                   :      1.817u      0.067s      1.096w      8 calls
| DFH: AO Construction              :      0.467u      0.000s      0.298w      8 calls
| DFH: AO-Met. Contraction          :      0.200u      0.017s      0.109w      8 calls
HF: Form core H                     :      0.017u      0.000s      0.180w      8 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      8 calls
HF: Guess                           :      0.533u      0.000s      0.323w      8 calls
| SAD Guess                         :      0.517u      0.000s      0.310w      1 calls
HF: Form G                          :      0.300u      0.000s      0.169w     82 calls
| JK: D                             :      0.017u      0.000s      0.001w     82 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     82 calls
| JK: JK                            :      0.283u      0.000s      0.164w     82 calls
| | DFH: compute_JK()               :      0.283u      0.000s      0.163w     82 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     82 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.029w     82 calls
| | | DFH: compute_K                :      0.250u      0.000s      0.133w     82 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     82 calls
HF: Form F                          :      0.000u      0.000s      0.001w     82 calls
HF: Form D                          :      0.000u      0.000s      0.001w     82 calls
HF: DIIS                            :      0.100u      0.000s      0.086w     81 calls
| DIISManager::add_entry            :      0.000u      0.000s      0.037w     74 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.011w     74 calls
| | bMatrix setup                   :      0.000u      0.000s      0.005w     74 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.002w     74 calls
| | New vector                      :      0.000u      0.000s      0.003w     74 calls
HF: Form C                          :      0.067u      0.000s      0.030w     81 calls
Grad: V T Perturb                   :      0.267u      0.000s      0.163w      8 calls
Grad: S                             :      0.000u      0.000s      0.003w      8 calls
Grad: JK                            :      5.933u      0.017s      3.758w      8 calls
| JKGrad: Amn                       :      0.867u      0.000s      0.525w      8 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      8 calls
| JKGrad: AB                        :      0.800u      0.017s      0.490w      8 calls
| JKGrad: UV                        :      0.000u      0.000s      0.008w      8 calls
| JKGrad: ABx                       :      0.583u      0.000s      0.351w      8 calls
| JKGrad: Amnx                      :      3.300u      0.000s      1.966w      8 calls
Grad: XC                            :      0.000u      0.000s      0.000w      8 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:31:56 2019
Timers Off: Sun Dec 29 12:32:07 2019

Wall Time:       10.91 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.417u      0.000s      0.242w      9 calls
DFH: initialize()                   :      2.017u      0.033s      1.219w      9 calls
DFH: AO Construction                :      0.550u      0.017s      0.332w      9 calls
DFH: AO-Met. Contraction            :      0.217u      0.000s      0.120w      9 calls
HF: Form core H                     :      0.000u      0.017s      0.178w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.000s      0.323w      9 calls
SAD Guess                           :      0.517u      0.000s      0.311w      1 calls
HF: Form G                          :      0.233u      0.000s      0.185w     92 calls
JK: D                               :      0.000u      0.000s      0.002w     92 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     92 calls
JK: JK                              :      0.233u      0.000s      0.179w     92 calls
DFH: compute_JK()                   :      0.233u      0.000s      0.178w     92 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     92 calls
DFH: compute_J                      :      0.050u      0.000s      0.032w     92 calls
DFH: compute_K                      :      0.183u      0.000s      0.145w     92 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     92 calls
HF: Form F                          :      0.017u      0.000s      0.001w     92 calls
HF: Form D                          :      0.033u      0.000s      0.001w     92 calls
HF: DIIS                            :      0.067u      0.000s      0.086w     91 calls
DIISManager::add_entry              :      0.017u      0.000s      0.031w     83 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.012w     83 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     83 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.003w     83 calls
New vector                          :      0.000u      0.000s      0.004w     83 calls
HF: Form C                          :      0.050u      0.000s      0.033w     91 calls
Grad: V T Perturb                   :      0.300u      0.017s      0.183w      9 calls
Grad: S                             :      0.000u      0.000s      0.004w      9 calls
Grad: JK                            :      6.617u      0.033s      4.149w      9 calls
JKGrad: Amn                         :      0.967u      0.000s      0.587w      9 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      9 calls
JKGrad: AB                          :      0.900u      0.017s      0.542w      9 calls
JKGrad: UV                          :      0.000u      0.000s      0.009w      9 calls
JKGrad: ABx                         :      0.650u      0.000s      0.391w      9 calls
JKGrad: Amnx                        :      3.683u      0.000s      2.198w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.417u      0.000s      0.242w      9 calls
DFH: initialize()                   :      2.017u      0.033s      1.219w      9 calls
| DFH: AO Construction              :      0.550u      0.017s      0.332w      9 calls
| DFH: AO-Met. Contraction          :      0.217u      0.000s      0.120w      9 calls
HF: Form core H                     :      0.000u      0.017s      0.178w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.000s      0.323w      9 calls
| SAD Guess                         :      0.517u      0.000s      0.311w      1 calls
HF: Form G                          :      0.233u      0.000s      0.185w     92 calls
| JK: D                             :      0.000u      0.000s      0.002w     92 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     92 calls
| JK: JK                            :      0.233u      0.000s      0.179w     92 calls
| | DFH: compute_JK()               :      0.233u      0.000s      0.178w     92 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     92 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.032w     92 calls
| | | DFH: compute_K                :      0.183u      0.000s      0.145w     92 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     92 calls
HF: Form F                          :      0.017u      0.000s      0.001w     92 calls
HF: Form D                          :      0.033u      0.000s      0.001w     92 calls
HF: DIIS                            :      0.067u      0.000s      0.086w     91 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.031w     83 calls
| DIISManager::extrapolate          :      0.000u      0.000s      0.012w     83 calls
| | bMatrix setup                   :      0.000u      0.000s      0.005w     83 calls
| | bMatrix pseudoinverse           :      0.000u      0.000s      0.003w     83 calls
| | New vector                      :      0.000u      0.000s      0.004w     83 calls
HF: Form C                          :      0.050u      0.000s      0.033w     91 calls
Grad: V T Perturb                   :      0.300u      0.017s      0.183w      9 calls
Grad: S                             :      0.000u      0.000s      0.004w      9 calls
Grad: JK                            :      6.617u      0.033s      4.149w      9 calls
| JKGrad: Amn                       :      0.967u      0.000s      0.587w      9 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      9 calls
| JKGrad: AB                        :      0.900u      0.017s      0.542w      9 calls
| JKGrad: UV                        :      0.000u      0.000s      0.009w      9 calls
| JKGrad: ABx                       :      0.650u      0.000s      0.391w      9 calls
| JKGrad: Amnx                      :      3.683u      0.000s      2.198w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:32:07 2019
Timers Off: Sun Dec 29 12:32:18 2019

Wall Time:       11.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.400u      0.000s      0.246w      9 calls
DFH: initialize()                   :      2.000u      0.033s      1.229w      9 calls
DFH: AO Construction                :      0.583u      0.000s      0.334w      9 calls
DFH: AO-Met. Contraction            :      0.167u      0.000s      0.119w      9 calls
HF: Form core H                     :      0.000u      0.000s      0.204w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.000s      0.323w      9 calls
SAD Guess                           :      0.517u      0.000s      0.311w      1 calls
HF: Form G                          :      0.317u      0.000s      0.185w     93 calls
JK: D                               :      0.017u      0.000s      0.002w     93 calls
JK: USO2AO                          :      0.000u      0.000s      0.001w     93 calls
JK: JK                              :      0.300u      0.000s      0.178w     93 calls
DFH: compute_JK()                   :      0.300u      0.000s      0.178w     93 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     93 calls
DFH: compute_J                      :      0.067u      0.000s      0.031w     93 calls
DFH: compute_K                      :      0.217u      0.000s      0.146w     93 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     93 calls
HF: Form F                          :      0.000u      0.000s      0.001w     93 calls
HF: Form D                          :      0.000u      0.000s      0.001w     93 calls
HF: DIIS                            :      0.100u      0.033s      0.096w     92 calls
DIISManager::add_entry              :      0.000u      0.017s      0.040w     84 calls
DIISManager::extrapolate            :      0.000u      0.017s      0.013w     84 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     84 calls
bMatrix pseudoinverse               :      0.000u      0.017s      0.003w     84 calls
New vector                          :      0.000u      0.000s      0.004w     84 calls
HF: Form C                          :      0.000u      0.000s      0.034w     92 calls
Grad: V T Perturb                   :      0.300u      0.017s      0.184w      9 calls
Grad: S                             :      0.000u      0.000s      0.004w      9 calls
Grad: JK                            :      6.633u      0.017s      4.234w      9 calls
JKGrad: Amn                         :      0.983u      0.000s      0.590w      9 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      9 calls
JKGrad: AB                          :      0.883u      0.000s      0.548w      9 calls
JKGrad: UV                          :      0.000u      0.017s      0.009w      9 calls
JKGrad: ABx                         :      0.683u      0.000s      0.397w      9 calls
JKGrad: Amnx                        :      3.683u      0.000s      2.216w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.400u      0.000s      0.246w      9 calls
DFH: initialize()                   :      2.000u      0.033s      1.229w      9 calls
| DFH: AO Construction              :      0.583u      0.000s      0.334w      9 calls
| DFH: AO-Met. Contraction          :      0.167u      0.000s      0.119w      9 calls
HF: Form core H                     :      0.000u      0.000s      0.204w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
HF: Guess                           :      0.533u      0.000s      0.323w      9 calls
| SAD Guess                         :      0.517u      0.000s      0.311w      1 calls
HF: Form G                          :      0.317u      0.000s      0.185w     93 calls
| JK: D                             :      0.017u      0.000s      0.002w     93 calls
| JK: USO2AO                        :      0.000u      0.000s      0.001w     93 calls
| JK: JK                            :      0.300u      0.000s      0.178w     93 calls
| | DFH: compute_JK()               :      0.300u      0.000s      0.178w     93 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     93 calls
| | | DFH: compute_J                :      0.067u      0.000s      0.031w     93 calls
| | | DFH: compute_K                :      0.217u      0.000s      0.146w     93 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     93 calls
HF: Form F                          :      0.000u      0.000s      0.001w     93 calls
HF: Form D                          :      0.000u      0.000s      0.001w     93 calls
HF: DIIS                            :      0.100u      0.033s      0.096w     92 calls
| DIISManager::add_entry            :      0.000u      0.017s      0.040w     84 calls
| DIISManager::extrapolate          :      0.000u      0.017s      0.013w     84 calls
| | bMatrix setup                   :      0.000u      0.000s      0.005w     84 calls
| | bMatrix pseudoinverse           :      0.000u      0.017s      0.003w     84 calls
| | New vector                      :      0.000u      0.000s      0.004w     84 calls
HF: Form C                          :      0.000u      0.000s      0.034w     92 calls
Grad: V T Perturb                   :      0.300u      0.017s      0.184w      9 calls
Grad: S                             :      0.000u      0.000s      0.004w      9 calls
Grad: JK                            :      6.633u      0.017s      4.234w      9 calls
| JKGrad: Amn                       :      0.983u      0.000s      0.590w      9 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      9 calls
| JKGrad: AB                        :      0.883u      0.000s      0.548w      9 calls
| JKGrad: UV                        :      0.000u      0.017s      0.009w      9 calls
| JKGrad: ABx                       :      0.683u      0.000s      0.397w      9 calls
| JKGrad: Amnx                      :      3.683u      0.000s      2.216w      9 calls
Grad: XC                            :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:32:18 2019
Timers Off: Sun Dec 29 12:32:27 2019

Wall Time:        9.11 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.333u      0.000s      0.191w      7 calls
DFH: initialize()                   :      1.567u      0.000s      0.951w      7 calls
DFH: AO Construction                :      0.400u      0.000s      0.258w      7 calls
DFH: AO-Met. Contraction            :      0.167u      0.000s      0.095w      7 calls
HF: Form core H                     :      0.017u      0.000s      0.273w      7 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      7 calls
HF: Guess                           :      0.550u      0.000s      0.332w      7 calls
SAD Guess                           :      0.533u      0.000s      0.319w      1 calls
HF: Form G                          :      0.267u      0.000s      0.151w     72 calls
JK: D                               :      0.000u      0.000s      0.001w     72 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     72 calls
JK: JK                              :      0.267u      0.000s      0.145w     72 calls
DFH: compute_JK()                   :      0.267u      0.000s      0.145w     72 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     72 calls
DFH: compute_J                      :      0.050u      0.000s      0.027w     72 calls
DFH: compute_K                      :      0.200u      0.000s      0.117w     72 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     72 calls
HF: Form F                          :      0.000u      0.000s      0.001w     72 calls
HF: Form D                          :      0.000u      0.000s      0.001w     72 calls
HF: DIIS                            :      0.117u      0.000s      0.077w     71 calls
DIISManager::add_entry              :      0.017u      0.000s      0.034w     65 calls
DIISManager::extrapolate            :      0.017u      0.000s      0.010w     65 calls
bMatrix setup                       :      0.000u      0.000s      0.004w     65 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.002w     65 calls
New vector                          :      0.000u      0.000s      0.003w     65 calls
HF: Form C                          :      0.050u      0.000s      0.027w     71 calls
Grad: V T Perturb                   :      0.233u      0.017s      0.144w      7 calls
Grad: S                             :      0.000u      0.000s      0.003w      7 calls
Grad: JK                            :      5.133u      0.033s      3.264w      7 calls
JKGrad: Amn                         :      0.750u      0.000s      0.459w      7 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      7 calls
JKGrad: AB                          :      0.683u      0.017s      0.425w      7 calls
JKGrad: UV                          :      0.017u      0.000s      0.007w      7 calls
JKGrad: ABx                         :      0.517u      0.000s      0.305w      7 calls
JKGrad: Amnx                        :      2.850u      0.000s      1.710w      7 calls
Grad: XC                            :      0.000u      0.000s      0.000w      7 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.333u      0.000s      0.191w      7 calls
DFH: initialize()                   :      1.567u      0.000s      0.951w      7 calls
| DFH: AO Construction              :      0.400u      0.000s      0.258w      7 calls
| DFH: AO-Met. Contraction          :      0.167u      0.000s      0.095w      7 calls
HF: Form core H                     :      0.017u      0.000s      0.273w      7 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      7 calls
HF: Guess                           :      0.550u      0.000s      0.332w      7 calls
| SAD Guess                         :      0.533u      0.000s      0.319w      1 calls
HF: Form G                          :      0.267u      0.000s      0.151w     72 calls
| JK: D                             :      0.000u      0.000s      0.001w     72 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     72 calls
| JK: JK                            :      0.267u      0.000s      0.145w     72 calls
| | DFH: compute_JK()               :      0.267u      0.000s      0.145w     72 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     72 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.027w     72 calls
| | | DFH: compute_K                :      0.200u      0.000s      0.117w     72 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     72 calls
HF: Form F                          :      0.000u      0.000s      0.001w     72 calls
HF: Form D                          :      0.000u      0.000s      0.001w     72 calls
HF: DIIS                            :      0.117u      0.000s      0.077w     71 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.034w     65 calls
| DIISManager::extrapolate          :      0.017u      0.000s      0.010w     65 calls
| | bMatrix setup                   :      0.000u      0.000s      0.004w     65 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.002w     65 calls
| | New vector                      :      0.000u      0.000s      0.003w     65 calls
HF: Form C                          :      0.050u      0.000s      0.027w     71 calls
Grad: V T Perturb                   :      0.233u      0.017s      0.144w      7 calls
Grad: S                             :      0.000u      0.000s      0.003w      7 calls
Grad: JK                            :      5.133u      0.033s      3.264w      7 calls
| JKGrad: Amn                       :      0.750u      0.000s      0.459w      7 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      7 calls
| JKGrad: AB                        :      0.683u      0.017s      0.425w      7 calls
| JKGrad: UV                        :      0.017u      0.000s      0.007w      7 calls
| JKGrad: ABx                       :      0.517u      0.000s      0.305w      7 calls
| JKGrad: Amnx                      :      2.850u      0.000s      1.710w      7 calls
Grad: XC                            :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:32:28 2019
Timers Off: Sun Dec 29 12:32:36 2019

Wall Time:        8.52 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.283u      0.000s      0.188w      7 calls
DFH: initialize()                   :      1.583u      0.033s      0.957w      7 calls
DFH: AO Construction                :      0.450u      0.017s      0.262w      7 calls
DFH: AO-Met. Contraction            :      0.150u      0.000s      0.093w      7 calls
HF: Form core H                     :      0.017u      0.000s      0.099w      7 calls
HF: Form S/X                        :      0.000u      0.017s      0.003w      7 calls
HF: Guess                           :      0.550u      0.000s      0.323w      7 calls
SAD Guess                           :      0.517u      0.000s      0.311w      1 calls
HF: Form G                          :      0.233u      0.000s      0.146w     73 calls
JK: D                               :      0.000u      0.000s      0.001w     73 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     73 calls
JK: JK                              :      0.217u      0.000s      0.141w     73 calls
DFH: compute_JK()                   :      0.217u      0.000s      0.140w     73 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     73 calls
DFH: compute_J                      :      0.033u      0.000s      0.024w     73 calls
DFH: compute_K                      :      0.183u      0.000s      0.115w     73 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     73 calls
HF: Form F                          :      0.000u      0.000s      0.001w     73 calls
HF: Form D                          :      0.000u      0.000s      0.001w     73 calls
HF: DIIS                            :      0.083u      0.000s      0.066w     72 calls
DIISManager::add_entry              :      0.017u      0.000s      0.023w     66 calls
DIISManager::extrapolate            :      0.033u      0.000s      0.010w     66 calls
bMatrix setup                       :      0.017u      0.000s      0.004w     66 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.002w     66 calls
New vector                          :      0.000u      0.000s      0.003w     66 calls
HF: Form C                          :      0.000u      0.000s      0.026w     72 calls
Grad: V T Perturb                   :      0.250u      0.000s      0.142w      7 calls
Grad: S                             :      0.000u      0.000s      0.003w      7 calls
Grad: JK                            :      5.083u      0.050s      3.179w      7 calls
JKGrad: Amn                         :      0.783u      0.000s      0.453w      7 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w      7 calls
JKGrad: AB                          :      0.667u      0.050s      0.419w      7 calls
JKGrad: UV                          :      0.017u      0.000s      0.007w      7 calls
JKGrad: ABx                         :      0.500u      0.000s      0.302w      7 calls
JKGrad: Amnx                        :      2.800u      0.000s      1.695w      7 calls
Grad: XC                            :      0.000u      0.000s      0.000w      7 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.283u      0.000s      0.188w      7 calls
DFH: initialize()                   :      1.583u      0.033s      0.957w      7 calls
| DFH: AO Construction              :      0.450u      0.017s      0.262w      7 calls
| DFH: AO-Met. Contraction          :      0.150u      0.000s      0.093w      7 calls
HF: Form core H                     :      0.017u      0.000s      0.099w      7 calls
HF: Form S/X                        :      0.000u      0.017s      0.003w      7 calls
HF: Guess                           :      0.550u      0.000s      0.323w      7 calls
| SAD Guess                         :      0.517u      0.000s      0.311w      1 calls
HF: Form G                          :      0.233u      0.000s      0.146w     73 calls
| JK: D                             :      0.000u      0.000s      0.001w     73 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     73 calls
| JK: JK                            :      0.217u      0.000s      0.141w     73 calls
| | DFH: compute_JK()               :      0.217u      0.000s      0.140w     73 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     73 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.024w     73 calls
| | | DFH: compute_K                :      0.183u      0.000s      0.115w     73 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     73 calls
HF: Form F                          :      0.000u      0.000s      0.001w     73 calls
HF: Form D                          :      0.000u      0.000s      0.001w     73 calls
HF: DIIS                            :      0.083u      0.000s      0.066w     72 calls
| DIISManager::add_entry            :      0.017u      0.000s      0.023w     66 calls
| DIISManager::extrapolate          :      0.033u      0.000s      0.010w     66 calls
| | bMatrix setup                   :      0.017u      0.000s      0.004w     66 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.002w     66 calls
| | New vector                      :      0.000u      0.000s      0.003w     66 calls
HF: Form C                          :      0.000u      0.000s      0.026w     72 calls
Grad: V T Perturb                   :      0.250u      0.000s      0.142w      7 calls
Grad: S                             :      0.000u      0.000s      0.003w      7 calls
Grad: JK                            :      5.083u      0.050s      3.179w      7 calls
| JKGrad: Amn                       :      0.783u      0.000s      0.453w      7 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w      7 calls
| JKGrad: AB                        :      0.667u      0.050s      0.419w      7 calls
| JKGrad: UV                        :      0.017u      0.000s      0.007w      7 calls
| JKGrad: ABx                       :      0.500u      0.000s      0.302w      7 calls
| JKGrad: Amnx                      :      2.800u      0.000s      1.695w      7 calls
Grad: XC                            :      0.000u      0.000s      0.000w      7 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Sun Dec 29 12:32:36 2019
Timers Off: Sun Dec 29 12:32:48 2019

Wall Time:       11.53 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.383u      0.017s      0.245w      9 calls
DFH: initialize()                   :      2.017u      0.000s      1.222w      9 calls
DFH: AO Construction                :      0.533u      0.000s      0.333w      9 calls
DFH: AO-Met. Contraction            :      0.200u      0.000s      0.121w      9 calls
HF: Form core H                     :      0.033u      0.000s      0.217w      9 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w      9 calls
